subject,task,avr,top_two
55,4,2,0
55,4,1.33333333333333,1
55,4,1.33333333333333,0
55,4,1,1
55,4,1.66666666666667,0
56,1,1.66666666666667,0
56,1,2,0
56,1,2,0
56,1,1,0
56,1,2,0
56,1,1.66666666666667,0
56,1,1.33333333333333,0
56,1,2.66666666666667,0
56,1,2,0
56,1,2,0
56,1,2,0
56,1,3.66666666666667,0
56,1,2.66666666666667,0
56,1,1.66666666666667,1
56,1,2.33333333333333,1
56,4,1.66666666666667,1
56,4,1.33333333333333,0
56,4,2,0
56,4,2,1
57,1,2,0
57,1,1,0
57,1,1.66666666666667,0
57,1,1.66666666666667,1
57,1,2,1
57,4,1.33333333333333,0
57,4,3.66666666666667,1
57,4,2,0
57,4,3.33333333333333,1
58,1,1.33333333333333,0
58,1,2,1
58,1,2,0
58,1,1.66666666666667,0
58,1,1,0
58,1,1,0
58,1,1,0
58,1,2.33333333333333,0
58,1,2,1
58,4,1,0
58,4,2.33333333333333,1
58,4,2,1
58,4,1,0
58,4,1.66666666666667,0
58,4,1,0
59,1,1.66666666666667,0
59,1,1.33333333333333,0
59,1,1.66666666666667,0
59,1,1,0
59,1,1.66666666666667,1
59,1,1.66666666666667,0
59,1,1,0
59,1,1,0
59,1,2,1
59,4,1.33333333333333,0
59,4,1.66666666666667,1
59,4,1.66666666666667,0
59,4,1.66666666666667,1
59,4,1.66666666666667,0
60,1,1.66666666666667,1
60,1,2,0
60,1,2,1
60,4,1.66666666666667,1
60,4,2,1
62,1,1.33333333333333,0
62,1,1,0
62,1,1.33333333333333,0
62,1,1,0
62,1,1.66666666666667,0
62,1,1.66666666666667,0
62,1,1.66666666666667,1
62,1,2,1
62,4,2,0
62,4,1.33333333333333,1
62,4,1.33333333333333,1
62,4,2,0
62,4,1.66666666666667,0
63,1,2,0
63,1,2,0
63,1,2,0
63,1,2,1
63,1,2,0
63,1,1.66666666666667,0
63,1,2.66666666666667,0
63,1,2,0
63,1,1.66666666666667,0
63,1,2.33333333333333,0
63,1,1.66666666666667,1
63,4,1.66666666666667,0
63,4,1.66666666666667,0
63,4,1.66666666666667,0
63,4,1.33333333333333,0
63,4,2,1
63,4,1.66666666666667,0
63,4,1.66666666666667,0
63,4,1.33333333333333,0
63,4,1.66666666666667,0
63,4,1.33333333333333,1
63,4,1.66666666666667,0
63,4,1,0
64,1,1,0
64,1,1.66666666666667,0
64,1,1.66666666666667,0
64,1,2.33333333333333,0
64,1,2,0
64,1,1.66666666666667,0
64,1,2.66666666666667,1
64,1,1.66666666666667,0
64,1,2.33333333333333,1
64,1,3.33333333333333,0
64,1,1.66666666666667,0
64,4,1,0
64,4,1,0
64,4,2,0
64,4,1.33333333333333,0
64,4,4.66666666666667,1
64,4,2,0
64,4,1.66666666666667,0
64,4,2.66666666666667,1
64,4,2,0
64,4,1.66666666666667,0
65,1,2,0
65,1,2,0
65,1,2,1
65,1,2.33333333333333,1
65,1,2,0
65,4,1.66666666666667,0
65,4,1.33333333333333,0
65,4,2,1
65,4,3.33333333333333,1
66,1,2,0
66,1,1.66666666666667,1
66,1,1.66666666666667,0
66,1,2,1
66,1,1.33333333333333,0
66,1,1.66666666666667,0
66,4,1.66666666666667,0
66,4,1.66666666666667,0
66,4,1.33333333333333,0
66,4,2.33333333333333,1
66,4,1,1
66,4,2,0
67,1,1.66666666666667,0
67,1,1.66666666666667,0
67,1,1.66666666666667,0
67,1,1.66666666666667,0
67,1,2.66666666666667,1
67,1,2,0
67,1,1.66666666666667,0
67,1,1.66666666666667,0
67,1,2,0
67,1,2.33333333333333,1
67,4,1.33333333333333,1
67,4,1.33333333333333,0
67,4,2,0
67,4,1.66666666666667,0
67,4,1.66666666666667,0
67,4,2,0
67,4,1.66666666666667,1
67,4,5,0
68,1,1,0
68,1,2,0
68,1,1.33333333333333,0
68,1,1.66666666666667,0
68,1,2,0
68,1,1.33333333333333,0
68,1,2,0
68,1,2,0
68,1,2,1
68,1,2,0
68,1,1.66666666666667,0
68,1,2,0
68,1,1.66666666666667,1
68,4,2,0
68,4,2.33333333333333,1
68,4,2,0
68,4,1.66666666666667,0
68,4,1.66666666666667,0
68,4,1.33333333333333,0
68,4,2.66666666666667,1
68,4,2,0
68,4,1.66666666666667,0
68,4,1.66666666666667,0
68,4,2.33333333333333,0
68,4,1.66666666666667,0
69,1,1,1
69,1,2.33333333333333,1
69,1,1.33333333333333,0
69,1,1,0
69,1,1.66666666666667,0
69,1,2.33333333333333,0
69,4,1.33333333333333,0
69,4,2.33333333333333,0
69,4,2.33333333333333,1
69,4,1.33333333333333,1
70,1,1.33333333333333,0
70,1,1.66666666666667,0
70,1,1,0
70,1,1,0
70,1,1.66666666666667,1
70,1,1.66666666666667,1
70,4,2.33333333333333,1
70,4,1.33333333333333,1
70,4,2.33333333333333,0
70,4,2,0
71,1,1.33333333333333,1
71,1,2.33333333333333,0
71,1,1.66666666666667,0
71,1,1.66666666666667,1
71,4,1.66666666666667,0
71,4,1.66666666666667,0
71,4,1.66666666666667,0
71,4,1.33333333333333,0
71,4,1.66666666666667,1
71,4,2.33333333333333,1
72,1,1,0
72,1,1.33333333333333,1
72,1,1.66666666666667,0
72,1,1.66666666666667,0
72,1,1.66666666666667,0
72,1,1.33333333333333,1
72,4,2,1
72,4,1.33333333333333,0
72,4,2,1
72,4,1.66666666666667,0
73,1,1,1
73,1,1.66666666666667,0
73,1,2,0
73,1,1.66666666666667,0
73,1,2.33333333333333,0
73,1,1.66666666666667,0
73,1,1.66666666666667,1
73,4,1.66666666666667,1
73,4,1.33333333333333,1
73,4,1,0
74,1,1.33333333333333,0
74,1,1.66666666666667,0
74,1,1,0
74,1,1,0
74,1,2.33333333333333,0
74,1,1,1
74,1,1.33333333333333,0
74,1,1,1
74,1,1,0
74,4,1,0
74,4,1.33333333333333,0
74,4,1.33333333333333,0
74,4,1.66666666666667,1
74,4,1,0
74,4,1.66666666666667,0
74,4,1,0
74,4,1.33333333333333,0
74,4,2,1
74,4,1,0
74,4,2,0
74,4,2,0
75,1,1,0
75,1,1.66666666666667,1
75,1,2,0
75,1,1.66666666666667,1
75,1,2,0
75,4,2,1
75,4,2,1
75,4,1,0
75,4,2,0
76,1,1,0
76,1,1.33333333333333,0
76,1,1.66666666666667,1
76,1,3,1
76,1,1.66666666666667,0
76,1,1.33333333333333,0
76,4,1,1
76,4,1,0
76,4,1.66666666666667,1
77,1,2,0
77,1,1.66666666666667,0
77,1,2,0
77,1,1,1
77,1,1,0
77,1,2,0
77,1,1.66666666666667,1
77,1,1.33333333333333,0
77,1,1.33333333333333,0
77,4,1.33333333333333,0
77,4,1.66666666666667,0
77,4,2.33333333333333,1
77,4,2.33333333333333,1
77,4,1.33333333333333,0
77,4,1.66666666666667,0
79,1,1,1
79,1,2,0
79,1,1.66666666666667,0
79,1,1.66666666666667,0
79,1,1.33333333333333,0
79,1,1.33333333333333,1
79,4,1,1
79,4,1.66666666666667,1
79,4,1.66666666666667,0
79,4,1,0
79,4,1,0
79,4,1.66666666666667,0
79,4,1,0
79,4,1.66666666666667,0
79,4,1,0
79,4,1.66666666666667,0
79,4,1.66666666666667,0
81,1,1,0
81,1,1.33333333333333,0
81,1,1.33333333333333,0
81,1,1,0
81,1,2.33333333333333,1
81,1,1.66666666666667,0
81,1,1.66666666666667,1
81,4,2,0
81,4,1.66666666666667,0
81,4,1.66666666666667,0
81,4,1.66666666666667,0
81,4,1.66666666666667,0
81,4,1,0
81,4,2.33333333333333,0
81,4,2.33333333333333,1
81,4,1.66666666666667,0
81,4,1.66666666666667,0
81,4,2,1
82,1,1,0
82,1,1,1
82,1,1,0
82,1,1,0
82,1,1,0
82,1,1,0
82,1,1.66666666666667,1
82,1,1,0
82,4,1,0
82,4,1.33333333333333,0
82,4,1,0
82,4,2,1
82,4,1,0
82,4,1.33333333333333,1
83,1,3.66666666666667,1
83,1,1.66666666666667,1
83,1,1.66666666666667,0
83,4,3,0
83,4,2.33333333333333,0
83,4,3,1
83,4,2,1
84,1,2.33333333333333,1
84,1,1.66666666666667,0
84,1,1.66666666666667,0
84,1,1.33333333333333,0
84,1,2,1
84,4,1.33333333333333,0
84,4,1,0
84,4,1.66666666666667,0
84,4,1,0
84,4,1,0
84,4,1.33333333333333,0
84,4,1.66666666666667,0
84,4,1.66666666666667,0
84,4,1,0
84,4,2,1
84,4,1.33333333333333,1
85,1,1,0
85,1,1,0
85,1,1.33333333333333,0
85,1,1.66666666666667,0
85,1,1.66666666666667,0
85,1,1.66666666666667,0
85,1,1.66666666666667,0
85,1,1,0
85,1,1.66666666666667,0
85,1,1.66666666666667,0
85,1,2,0
85,1,1,0
85,1,1,0
85,1,1,0
85,1,1,1
85,1,1.33333333333333,0
85,1,1,0
85,1,1,0
85,1,1.33333333333333,0
85,1,1,1
85,1,1.33333333333333,0
85,1,2,0
85,1,1.66666666666667,0
85,4,1,0
85,4,2,0
85,4,1.66666666666667,1
85,4,2,1
85,4,1.33333333333333,0
85,4,1.33333333333333,0
85,4,2,0
85,4,1,0
85,4,3,0
85,4,1.66666666666667,0
85,4,2,0
85,4,1.66666666666667,0
85,4,1.33333333333333,0
85,4,1.33333333333333,0
85,4,1,0
85,4,1.33333333333333,0
86,1,1,0
86,1,2,1
86,1,1.66666666666667,0
86,1,1,1
86,4,1.66666666666667,1
86,4,3,1
86,4,1.66666666666667,0
87,1,1,0
87,1,1.66666666666667,0
87,1,1.66666666666667,0
87,1,1,0
87,1,2.33333333333333,0
87,1,2,1
87,1,1.33333333333333,0
87,1,1.66666666666667,1
87,4,1,0
87,4,1,0
87,4,1.66666666666667,1
87,4,1.66666666666667,0
87,4,1.33333333333333,1
87,4,1.66666666666667,0
87,4,1.33333333333333,0
87,4,1.33333333333333,0
87,4,1,0
87,4,1,0
87,4,2,0
87,4,1.66666666666667,0
87,4,2,0
87,4,1.33333333333333,0
88,1,1,0
88,1,2.33333333333333,1
88,1,1,0
88,1,1.33333333333333,1
88,1,2,0
88,4,2.33333333333333,0
88,4,2,0
88,4,1.66666666666667,1
88,4,1.66666666666667,0
88,4,1.33333333333333,1
88,4,1.66666666666667,0
88,4,2,0
89,1,2.33333333333333,0
89,1,2.33333333333333,0
89,1,3,1
89,1,2,0
89,1,1.66666666666667,0
89,1,2.33333333333333,0
89,1,3.33333333333333,0
89,1,2,0
89,1,4,1
89,4,2.66666666666667,1
89,4,2,1
89,4,2,0
89,4,3.33333333333333,0
89,4,2.66666666666667,0
89,4,2,0
89,4,2,0
89,4,3.33333333333333,0
89,4,3,0
90,1,1.66666666666667,0
90,1,1.33333333333333,0
90,1,1.66666666666667,0
90,1,1.66666666666667,1
90,1,3,1
90,4,1.66666666666667,0
90,4,2,1
90,4,2.33333333333333,0
90,4,2,0
90,4,2,1
90,4,1.66666666666667,0
91,1,1.33333333333333,1
91,1,1.66666666666667,0
91,1,1.66666666666667,0
91,1,1,0
91,1,1.66666666666667,0
91,1,2.33333333333333,0
91,1,1.66666666666667,0
91,1,2.66666666666667,1
91,4,1.33333333333333,0
91,4,2.33333333333333,0
91,4,1.66666666666667,1
91,4,2,1
93,1,1.66666666666667,0
93,1,1.66666666666667,1
93,1,1,0
93,1,1.66666666666667,1
93,1,1.66666666666667,0
93,4,1,0
93,4,1.66666666666667,0
93,4,3,1
93,4,2,0
93,4,1.66666666666667,1
94,1,3.33333333333333,1
94,1,2.33333333333333,0
94,1,1.33333333333333,1
94,1,1.66666666666667,0
94,4,2,1
94,4,1.66666666666667,0
94,4,1.33333333333333,0
94,4,1.33333333333333,0
94,4,1.33333333333333,0
94,4,1,1
95,1,1.33333333333333,0
95,1,1.66666666666667,1
95,1,1,0
95,1,1.66666666666667,0
95,1,2,0
95,1,1.66666666666667,1
95,1,2,0
95,1,1.66666666666667,0
95,1,3,0
95,1,1,0
95,1,1.66666666666667,0
95,4,1.66666666666667,0
95,4,1.33333333333333,1
95,4,1.66666666666667,1
95,4,1.33333333333333,0
95,4,1,0
95,4,1.66666666666667,0
95,4,1.33333333333333,0
95,4,1.33333333333333,0
95,4,1,0
95,4,1,0
95,4,1.66666666666667,0
95,4,2,0
95,4,1.33333333333333,0
95,4,2,0
95,4,1.66666666666667,0
95,4,2,0
95,4,1,0
96,1,1.33333333333333,0
96,1,1.66666666666667,1
