subject,task,avr,top_two
96,1,1,0
96,1,1.33333333333333,0
96,1,1.66666666666667,0
96,1,1.33333333333333,0
96,1,1.66666666666667,1
96,4,1.66666666666667,0
96,4,1.66666666666667,0
96,4,1.33333333333333,0
96,4,1.33333333333333,0
96,4,2.33333333333333,1
96,4,1.33333333333333,1
97,1,1,0
97,1,1,0
97,1,1.33333333333333,0
97,1,1.33333333333333,1
97,1,1.66666666666667,0
97,1,1,0
97,1,1.66666666666667,1
97,1,1,0
97,1,1,0
97,1,2,0
97,4,1,0
97,4,1.66666666666667,0
97,4,1,0
97,4,1.33333333333333,0
97,4,1,0
97,4,1.33333333333333,0
97,4,1.33333333333333,1
97,4,2,0
97,4,1.33333333333333,1
97,4,1.66666666666667,0
97,4,1.33333333333333,0
97,4,1.33333333333333,0
97,4,1.33333333333333,0
98,1,1.33333333333333,0
98,1,1.66666666666667,0
98,1,1.33333333333333,0
98,1,2,0
98,1,1,0
98,1,1.66666666666667,0
98,1,2.33333333333333,1
98,1,1.66666666666667,0
98,1,2.33333333333333,1
98,4,1,0
98,4,1.33333333333333,0
98,4,1.33333333333333,0
98,4,2,1
98,4,1.33333333333333,0
98,4,2,0
98,4,1,0
98,4,2,1
98,4,1.66666666666667,0
99,1,1,1
99,1,1.33333333333333,1
99,1,1,0
99,1,1.33333333333333,0
99,1,1.33333333333333,0
99,4,1,0
99,4,1,0
99,4,1.33333333333333,1
99,4,1.33333333333333,0
99,4,1.33333333333333,1
99,4,1.66666666666667,0
100,1,1.33333333333333,0
100,1,1,0
100,1,1.66666666666667,0
100,1,2,1
100,1,2.33333333333333,1
100,1,1.66666666666667,0
100,1,2,0
100,1,1.33333333333333,0
100,1,4.33333333333333,0
100,1,2,0
100,4,1,0
100,4,1.33333333333333,1
100,4,1,0
100,4,1.33333333333333,1
101,1,1,0
101,1,1.33333333333333,0
101,1,1.66666666666667,0
101,1,1,0
101,1,2,0
101,1,1.66666666666667,0
101,1,1.33333333333333,0
101,1,1.66666666666667,1
101,1,1.66666666666667,0
101,1,1.33333333333333,1
101,1,1.33333333333333,0
101,4,1,0
101,4,1,0
101,4,2.33333333333333,0
101,4,2,0
101,4,1.66666666666667,0
101,4,1.66666666666667,1
101,4,1.66666666666667,0
101,4,1.66666666666667,0
101,4,1.66666666666667,0
101,4,1.33333333333333,0
101,4,2,1
101,4,1.66666666666667,0
101,4,1.33333333333333,0
102,1,1,0
102,1,1,0
102,1,1.66666666666667,0
102,1,2,0
102,1,1.66666666666667,1
102,1,3,0
102,1,2,0
102,1,3,1
102,1,3,0
102,4,1,0
102,4,1.66666666666667,0
102,4,1,0
102,4,2.33333333333333,0
102,4,2,1
102,4,2,1
102,4,3,0
102,4,3,0
102,4,1.33333333333333,0
102,4,2.66666666666667,0
102,4,1,0
102,4,1,0
102,4,1.33333333333333,0
102,4,1.66666666666667,0
102,4,1.66666666666667,0
103,1,2.66666666666667,0
103,1,1.33333333333333,0
103,1,2,1
103,1,1.66666666666667,1
103,1,1.33333333333333,0
103,1,1,0
103,1,1,0
103,1,1,0
103,1,2.33333333333333,0
103,4,1.66666666666667,0
103,4,1.33333333333333,0
103,4,1,0
103,4,1.66666666666667,0
103,4,1,0
103,4,1.33333333333333,0
103,4,1.66666666666667,0
103,4,1.66666666666667,1
103,4,3,1
103,4,1.33333333333333,0
103,4,1.66666666666667,0
104,1,1.66666666666667,1
104,1,1,0
104,1,1.66666666666667,0
104,1,2.66666666666667,1
104,1,1.66666666666667,0
104,4,1.66666666666667,0
104,4,3,1
104,4,2,0
104,4,2.33333333333333,1
105,1,1.66666666666667,1
105,1,1.33333333333333,0
105,1,1.66666666666667,1
105,1,2.33333333333333,0
105,4,1.66666666666667,0
105,4,2,1
105,4,1.66666666666667,0
105,4,1.66666666666667,0
105,4,2.33333333333333,1
105,4,1,0
106,1,1,1
106,1,2,0
106,1,1.66666666666667,0
106,1,2,0
106,1,2.66666666666667,0
106,1,2,1
106,4,1.66666666666667,0
106,4,2,0
106,4,2,1
106,4,1.66666666666667,1
106,4,1.66666666666667,0
106,4,2,0
107,1,1.66666666666667,0
107,1,2.33333333333333,0
107,1,1.66666666666667,0
107,1,2.66666666666667,0
107,1,2,0
107,1,1.66666666666667,1
107,1,2,0
107,1,2,1
107,4,1.66666666666667,0
107,4,1.66666666666667,0
107,4,1.33333333333333,0
107,4,2,1
107,4,1.66666666666667,0
107,4,1.66666666666667,1
107,4,1.66666666666667,0
108,1,2.33333333333333,0
108,1,1.66666666666667,0
108,1,1.66666666666667,0
108,1,1.66666666666667,1
108,1,1.66666666666667,0
108,1,2,1
108,4,1.33333333333333,0
108,4,2,1
108,4,2.33333333333333,1
109,1,1.66666666666667,1
109,1,1.33333333333333,1
109,1,2,0
109,4,1.66666666666667,0
109,4,2.33333333333333,1
109,4,1.66666666666667,0
109,4,1.33333333333333,0
109,4,1.66666666666667,1
110,1,2,1
110,1,1.66666666666667,0
110,1,2.66666666666667,0
110,1,1.33333333333333,1
110,4,1.66666666666667,0
110,4,1.66666666666667,1
110,4,2.33333333333333,1
111,1,1.33333333333333,0
111,1,1.33333333333333,0
111,1,2,1
111,1,1,0
111,1,3,0
111,1,1.33333333333333,0
111,1,1.33333333333333,0
111,1,2,0
111,1,2.66666666666667,1
111,4,1,0
111,4,1,0
111,4,1.66666666666667,0
111,4,1.66666666666667,0
111,4,1.66666666666667,1
111,4,1.66666666666667,0
111,4,1,0
111,4,2,0
111,4,2,1
112,1,1,0
112,1,2.66666666666667,1
112,1,2.66666666666667,1
112,1,1.66666666666667,0
112,1,2,0
112,1,1.66666666666667,0
112,4,1,0
112,4,1.33333333333333,1
112,4,1.33333333333333,1
112,4,2.33333333333333,0
112,4,2,0
112,4,1.66666666666667,0
113,1,1.66666666666667,0
113,1,2,0
113,1,1,0
113,1,1.66666666666667,1
113,1,1,0
113,1,2,0
113,1,2,0
113,1,1.33333333333333,0
113,1,1.66666666666667,1
113,4,2,1
113,4,2,0
113,4,2,1
113,4,1,0
113,4,2,0
113,4,1.33333333333333,0
114,1,1.33333333333333,0
114,1,1.66666666666667,0
114,1,1.66666666666667,0
114,1,3.33333333333333,0
114,1,2.33333333333333,1
114,1,3,1
114,1,1.66666666666667,0
114,4,1.66666666666667,1
114,4,2,0
114,4,1.33333333333333,0
114,4,1.33333333333333,0
114,4,1.33333333333333,0
114,4,1.33333333333333,0
114,4,1.66666666666667,1
114,4,2.33333333333333,0
115,1,1,0
115,1,1.33333333333333,0
115,1,1,0
115,1,1.33333333333333,0
115,1,2,0
115,1,2,0
115,1,1.33333333333333,1
115,1,1.33333333333333,1
115,1,1.66666666666667,0
115,1,1,0
115,1,1,0
115,4,1,0
115,4,1,0
115,4,1,0
115,4,1,0
115,4,1,0
115,4,1,0
115,4,1,0
115,4,1,0
115,4,1,0
115,4,1,0
115,4,2,0
115,4,1.66666666666667,0
115,4,1.66666666666667,1
115,4,1,0
115,4,1.66666666666667,0
115,4,1.33333333333333,1
116,1,2,1
116,1,1.33333333333333,0
116,1,1.66666666666667,1
116,4,2.66666666666667,0
116,4,1.66666666666667,0
116,4,2.33333333333333,1
116,4,2.33333333333333,1
116,4,2,0
117,1,1.33333333333333,1
117,1,1,1
117,1,2,0
117,1,1.33333333333333,0
117,4,1.33333333333333,0
117,4,2,1
117,4,2.66666666666667,0
117,4,1.33333333333333,0
117,4,4,1
118,1,1.33333333333333,0
118,1,1,0
118,1,1.66666666666667,1
118,1,1,0
118,1,1,0
118,1,1,0
118,1,1.66666666666667,0
118,1,1.66666666666667,1
118,4,1.33333333333333,1
118,4,1.33333333333333,0
118,4,1,0
118,4,1.66666666666667,0
118,4,1.33333333333333,1
118,4,1,0
118,4,1,0
118,4,1.33333333333333,0
119,1,1.33333333333333,0
119,1,1.33333333333333,0
119,1,2,1
119,1,1.66666666666667,0
119,1,3,0
119,1,2.33333333333333,1
119,4,2,0
119,4,2,1
119,4,2.33333333333333,0
119,4,1.66666666666667,1
119,4,2.33333333333333,0
119,4,1.33333333333333,0
120,1,1.66666666666667,1
120,1,1,0
120,1,1,0
120,1,2,1
120,4,2.33333333333333,0
120,4,2,1
120,4,1,0
120,4,1.66666666666667,1
120,4,1.66666666666667,0
120,4,2,0
120,4,2.33333333333333,0
121,1,2.66666666666667,1
121,1,2,0
121,1,1.66666666666667,0
121,1,1.66666666666667,1
121,1,1.66666666666667,0
121,4,1.66666666666667,0
121,4,2,1
121,4,1.66666666666667,1
122,1,1,0
122,1,1.33333333333333,0
122,1,1.66666666666667,1
122,1,1.33333333333333,1
122,1,1,0
122,1,1.66666666666667,0
122,1,1.66666666666667,0
122,4,1.66666666666667,0
122,4,1.33333333333333,0
122,4,1,0
122,4,1.66666666666667,1
122,4,1.33333333333333,1
122,4,1.66666666666667,0
123,1,1,1
123,1,2,0
123,1,2.33333333333333,0
123,1,1.66666666666667,0
123,1,1.33333333333333,0
123,1,1,0
123,1,1.66666666666667,0
123,1,1.33333333333333,1
123,4,1.66666666666667,0
123,4,2.33333333333333,1
123,4,1.66666666666667,1
123,4,1.66666666666667,0
123,4,1.66666666666667,0
123,4,1.66666666666667,0
123,4,1.66666666666667,0
123,4,1.66666666666667,0
123,4,2,0
125,1,1,0
125,1,1.33333333333333,0
125,1,1.66666666666667,0
125,1,1.33333333333333,0
125,1,2,1
125,1,3.66666666666667,1
125,1,1.33333333333333,0
125,1,3,0
125,1,1.66666666666667,0
125,4,1,0
125,4,1,0
125,4,2,1
125,4,2,0
125,4,1.66666666666667,0
125,4,1.33333333333333,0
125,4,2,0
125,4,1.66666666666667,0
125,4,2,1
126,1,1,0
126,1,1,0
126,1,1.33333333333333,0
126,1,1.66666666666667,0
126,1,2,0
126,1,1.66666666666667,1
126,1,3,0
126,1,1.66666666666667,0
126,1,1.33333333333333,0
126,1,2,0
126,1,1.33333333333333,0
126,1,2,0
126,1,2,0
126,1,2.33333333333333,0
126,1,2.33333333333333,0
126,1,1.66666666666667,0
126,1,2.33333333333333,0
126,1,1.33333333333333,1
126,1,1.66666666666667,0
126,1,1.66666666666667,0
126,1,1.66666666666667,0
126,4,1,0
126,4,1.33333333333333,0
126,4,2.33333333333333,0
126,4,2,0
126,4,1.66666666666667,0
126,4,2,0
126,4,1.33333333333333,0
126,4,1.66666666666667,0
126,4,1.66666666666667,1
126,4,4,1
126,4,2,0
126,4,1.66666666666667,0
126,4,2.33333333333333,0
126,4,1.66666666666667,0
126,4,2.33333333333333,0
126,4,2,0
126,4,2,0
126,4,1.66666666666667,0
126,4,2.33333333333333,0
127,1,1,0
127,1,1.33333333333333,0
127,1,1,0
127,1,1,1
127,1,1,0
127,1,1,1
127,4,1.33333333333333,0
127,4,2,1
127,4,1.66666666666667,1
128,1,1,0
128,1,1,0
128,1,1,0
128,1,1.66666666666667,1
128,1,1.33333333333333,1
128,1,1.66666666666667,0
128,4,1.66666666666667,0
128,4,1.66666666666667,1
128,4,1.66666666666667,0
128,4,1.66666666666667,1
128,4,1.33333333333333,0
129,1,1.33333333333333,0
129,1,1.66666666666667,0
129,1,1,0
129,1,1.66666666666667,0
129,1,1.66666666666667,1
129,1,2,1
129,1,1.66666666666667,0
129,1,2,0
129,4,1.66666666666667,0
129,4,1.33333333333333,0
129,4,2.33333333333333,0
129,4,2,0
129,4,2,1
129,4,1.33333333333333,0
129,4,3,1
129,4,1.66666666666667,0
129,4,3,0
130,1,1.33333333333333,0
130,1,1.66666666666667,0
130,1,1.66666666666667,1
130,1,2.33333333333333,1
130,4,1,1
130,4,1,0
130,4,1.66666666666667,0
130,4,1.33333333333333,1
130,4,1,0
132,1,1,0
132,1,1.33333333333333,1
132,1,1.66666666666667,0
132,1,1.33333333333333,0
132,1,1.66666666666667,0
132,1,1.66666666666667,0
132,1,1.33333333333333,0
132,1,2,1
132,4,1.33333333333333,1
132,4,1.66666666666667,0
132,4,1,0
132,4,1.33333333333333,0
132,4,2,0
132,4,1.66666666666667,0
132,4,1.66666666666667,1
133,1,1,0
133,1,1.66666666666667,0
133,1,1.66666666666667,1
133,1,1.66666666666667,0
133,1,1.66666666666667,0
133,1,2.33333333333333,1
133,4,1.66666666666667,0
133,4,2,0
133,4,2,1
133,4,2,0
133,4,3,1
134,1,2.33333333333333,0
134,1,1.66666666666667,0
134,1,1.33333333333333,0
134,1,3,1
134,1,1.33333333333333,1
134,1,1.33333333333333,0
134,1,1.66666666666667,0
134,4,2.33333333333333,0
134,4,1.33333333333333,0
134,4,2,0
134,4,1,0
134,4,2,0
134,4,1.66666666666667,1
134,4,1.66666666666667,0
134,4,2.33333333333333,0
134,4,1.66666666666667,0
134,4,1.66666666666667,0
134,4,2.33333333333333,0
134,4,2.33333333333333,1
134,4,2,0
135,1,1,0
135,1,1,0
135,1,1.66666666666667,1
135,1,1.33333333333333,0
135,1,2,0
135,1,1,0
135,1,1,0
135,1,2,1
135,4,1.33333333333333,0
135,4,1.66666666666667,1
135,4,1,0
135,4,1,0
135,4,2.33333333333333,0
135,4,1,0
135,4,1,0
135,4,1.66666666666667,1
135,4,1.66666666666667,0
137,1,1,0
137,1,1,0
137,1,1,0
137,1,1,1
137,1,1,0
137,1,1.33333333333333,1
137,1,1.33333333333333,0
137,1,1.66666666666667,0
137,4,1.66666666666667,0
137,4,1.66666666666667,0
137,4,1.66666666666667,1
137,4,1.66666666666667,0
137,4,1.66666666666667,1
138,1,2,1
138,1,2,0
138,1,2,1
138,1,1,0
138,1,1.33333333333333,0
138,1,1,0
138,4,1.66666666666667,0
138,4,1.33333333333333,0
138,4,1,0
138,4,2,1
138,4,2.66666666666667,1
138,4,1.33333333333333,0
139,1,1,0
139,1,1.33333333333333,1
139,1,1,1
139,1,1,0
139,1,1,0
139,1,1,0
139,4,1,0
139,4,1,0
139,4,2,1
139,4,2,1
139,4,1.33333333333333,0
139,4,1.66666666666667,0
139,4,1.66666666666667,0
139,4,1.33333333333333,0
140,1,1.66666666666667,1
140,1,1.66666666666667,0
140,1,3,1
140,1,1.66666666666667,0
140,4,1.66666666666667,1
140,4,1.33333333333333,0
140,4,2.33333333333333,1
140,4,1.66666666666667,0
141,1,1.66666666666667,0
141,1,1.66666666666667,1
141,1,1.66666666666667,1
141,1,2.66666666666667,0
141,1,2,0
141,4,2,0
141,4,1.66666666666667,0
141,4,3,1
141,4,1.33333333333333,0
141,4,2,1
142,1,1,0
142,1,1,0
142,1,2,0
142,1,1.66666666666667,0
142,1,2,1
142,1,1.66666666666667,1
142,1,2.33333333333333,0
142,1,2.66666666666667,0
142,1,1.33333333333333,0
142,1,1.66666666666667,0
142,1,1.66666666666667,0
142,1,1,0
142,1,1,0
142,1,1,0
142,4,1.33333333333333,0
142,4,1.33333333333333,1
142,4,1,0
142,4,1.33333333333333,0
142,4,1.66666666666667,0
142,4,2,1
142,4,1.66666666666667,0
142,4,1.33333333333333,0
142,4,1.66666666666667,0
142,4,1.33333333333333,0
142,4,1,0
143,1,1.33333333333333,0
143,1,1.66666666666667,1
143,1,1.66666666666667,0
143,1,2,0
143,1,1,0
143,1,1.66666666666667,0
143,1,1.33333333333333,1
143,1,1.66666666666667,0
143,4,1.66666666666667,1
143,4,1.66666666666667,1
143,4,1.33333333333333,0
143,4,1.66666666666667,0
143,4,2,0
144,1,1.66666666666667,0
144,1,1.33333333333333,0
144,1,1.33333333333333,0
144,1,1.66666666666667,0
144,1,1.66666666666667,0
144,1,2.33333333333333,1
144,1,2.33333333333333,1
144,1,2.33333333333333,0
144,1,1.66666666666667,0
144,4,1,0
144,4,1.66666666666667,0
144,4,2,0
144,4,1.66666666666667,0
144,4,1.66666666666667,1
144,4,1,0
144,4,1.66666666666667,0
144,4,2,1
145,1,1,0
145,1,1.33333333333333,0
145,1,1.33333333333333,0
145,1,1.66666666666667,0
145,1,1.66666666666667,1
145,1,1.33333333333333,1
145,1,1.66666666666667,0
145,1,1.33333333333333,0
145,1,1.33333333333333,0
145,1,1,0
145,1,1,0
145,1,1.66666666666667,0
145,4,1,0
145,4,1,0
145,4,1.33333333333333,0
145,4,1,0
145,4,1,0
145,4,1.66666666666667,0
145,4,1.66666666666667,0
145,4,1.33333333333333,0
145,4,1,0
145,4,1.33333333333333,1
145,4,2,0
145,4,1.66666666666667,1
145,4,1.66666666666667,0
145,4,1.66666666666667,0
145,4,1.33333333333333,0
145,4,1.66666666666667,0
146,1,1,0
146,1,1.66666666666667,1
146,1,1.33333333333333,0
146,1,3.33333333333333,0
146,1,1.33333333333333,0
146,1,1.66666666666667,1
146,1,1.33333333333333,0
146,4,2,1
146,4,1,0
146,4,1.66666666666667,0
146,4,2.66666666666667,1
147,1,1.33333333333333,1
147,1,2,0
147,1,1,0
147,1,2.33333333333333,0
147,1,1.33333333333333,0
147,1,1.66666666666667,0
147,1,2.66666666666667,1
147,1,1.33333333333333,0
147,1,1.66666666666667,0
147,1,2,0
147,1,1,0
147,4,1.66666666666667,0
147,4,1.66666666666667,0
147,4,1.66666666666667,0
147,4,3,1
147,4,1.33333333333333,1
147,4,1.66666666666667,0
148,1,2.33333333333333,1
148,1,1,0
148,1,1,0
148,1,1,0
148,1,1.33333333333333,0
148,1,1,0
148,1,1,0
148,1,1.33333333333333,0
148,1,1,0
148,1,1,0
148,1,1,0
148,1,1,0
148,1,1.33333333333333,0
148,1,1.66666666666667,1
148,4,2,1
148,4,2,1
148,4,2,0
148,4,1.66666666666667,0
148,4,1,0
149,1,2,0
149,1,2.33333333333333,0
149,1,1.66666666666667,0
149,1,1.66666666666667,0
149,1,2.33333333333333,0
149,1,1.66666666666667,0
149,1,2.66666666666667,1
149,1,2.66666666666667,1
149,1,2.33333333333333,0
149,4,3,0
149,4,1.66666666666667,0
149,4,1.66666666666667,0
149,4,2.33333333333333,0
149,4,1.66666666666667,0
149,4,1.66666666666667,0
149,4,2,0
149,4,3.33333333333333,1
149,4,2.66666666666667,0
149,4,2,0
149,4,2.66666666666667,1
150,1,1.66666666666667,0
150,1,1.66666666666667,0
150,1,1,0
150,1,1,0
150,1,1.33333333333333,0
150,1,1.66666666666667,1
150,1,1,0
150,1,2.66666666666667,1
150,1,1,0
150,1,2.33333333333333,0
150,4,2,0
150,4,1.66666666666667,0
150,4,1.66666666666667,0
150,4,1,0
150,4,2,0
150,4,2.33333333333333,1
150,4,1.66666666666667,0
150,4,2,0
150,4,1.66666666666667,1
150,4,1.66666666666667,0
150,4,1.66666666666667,0
151,1,1.66666666666667,0
151,1,1.66666666666667,0
151,1,2.66666666666667,0
151,1,1.33333333333333,0
151,1,1.66666666666667,0
151,1,2,0
151,1,1.66666666666667,0
151,1,2,1
151,1,1.66666666666667,0
151,1,1.33333333333333,0
151,1,2,1
151,4,2,1
151,4,1.66666666666667,0
151,4,1.66666666666667,0
151,4,1,1
151,4,3,0
152,1,2.33333333333333,0
152,1,1.66666666666667,0
152,1,1.66666666666667,0
152,1,1,0
152,1,1.66666666666667,0
152,1,2.33333333333333,1
152,1,3.33333333333333,0
152,1,1,0
152,1,2.66666666666667,1
152,4,1.66666666666667,0
152,4,1.66666666666667,0
152,4,2.33333333333333,1
152,4,1.66666666666667,0
152,4,2.33333333333333,0
152,4,1.66666666666667,1
153,1,1,0
153,1,1,0
153,1,1.66666666666667,0
153,1,2,1
153,1,3,0
153,1,2.33333333333333,1
153,1,3,0
153,1,2.33333333333333,0
153,1,1.33333333333333,0
153,1,2,0
153,4,1,0
153,4,1.66666666666667,0
153,4,1.66666666666667,0
153,4,1,0
153,4,2,1
153,4,2,0
153,4,1.66666666666667,0
153,4,1.33333333333333,0
153,4,2,0
153,4,2,0
153,4,1.33333333333333,1
154,1,1.33333333333333,0
154,1,1.66666666666667,0
154,1,1,0
154,1,1.66666666666667,0
154,1,1.66666666666667,0
154,1,2,1
154,1,1.66666666666667,1
154,4,1.66666666666667,0
154,4,1.66666666666667,0
154,4,1.66666666666667,1
154,4,2,0
154,4,2,1
155,1,2.33333333333333,0
155,1,2,0
155,1,1.66666666666667,0
155,1,1.33333333333333,0
155,1,1.33333333333333,0
155,1,1.66666666666667,1
155,1,1.66666666666667,0
155,1,2.33333333333333,1
155,1,2.66666666666667,0
155,1,2,0
155,1,1.66666666666667,0
155,4,2.66666666666667,0
155,4,1.66666666666667,0
155,4,2.66666666666667,0
155,4,1.66666666666667,0
155,4,1.66666666666667,0
155,4,1.66666666666667,0
155,4,2,0
155,4,1.66666666666667,0
155,4,2.33333333333333,1
155,4,2.33333333333333,0
155,4,2,0
155,4,3.66666666666667,0
155,4,3.66666666666667,1
155,4,2.33333333333333,0
156,1,1,1
156,1,1,1
156,1,1.66666666666667,0
156,1,1,0
156,1,1,0
156,1,1,0
156,4,1,1
156,4,1.66666666666667,1
156,4,1.33333333333333,0
156,4,1.33333333333333,0
157,1,1.66666666666667,0
157,1,2,0
157,1,4.33333333333333,1
157,1,3,0
157,1,2,0
157,1,1.66666666666667,1
157,1,1.66666666666667,0
157,4,2.33333333333333,0
157,4,3,1
157,4,1.33333333333333,0
157,4,2.33333333333333,1
157,4,1.66666666666667,0
157,4,1.66666666666667,0
158,1,1,0
158,1,1,0
158,1,1,0
158,1,1,1
158,1,1,0
158,1,1,1
158,1,1,0
158,1,1,0
158,1,1,0
158,4,1,1
158,4,1,0
158,4,1,0
158,4,1.33333333333333,0
158,4,1.33333333333333,0
158,4,1,1
161,1,1.66666666666667,0
161,1,2,1
161,1,1.33333333333333,0
161,1,1.33333333333333,1
161,1,1.33333333333333,0
161,1,1.66666666666667,0
161,1,1.66666666666667,0
161,4,1.33333333333333,1
161,4,1.33333333333333,0
161,4,1,0
161,4,1,0
161,4,2,1
161,4,1,0
161,4,1.33333333333333,0
162,1,1.33333333333333,0
162,1,1,0
162,1,1.66666666666667,1
162,1,2.33333333333333,1
162,4,1.33333333333333,1
162,4,2,0
162,4,1.66666666666667,1
162,4,1.33333333333333,0
163,1,1.33333333333333,0
163,1,2.33333333333333,0
163,1,2.66666666666667,1
163,1,2,0
163,1,1.66666666666667,0
163,1,2,0
163,1,1.66666666666667,0
163,1,2,1
163,4,1.33333333333333,0
163,4,1.33333333333333,0
163,4,2,0
163,4,2,0
163,4,1.66666666666667,0
163,4,1.66666666666667,1
163,4,1.66666666666667,0
163,4,2,1
164,1,1,0
164,1,2,0
164,1,1.66666666666667,1
164,1,1.33333333333333,0
164,1,1.66666666666667,0
164,1,1.66666666666667,0
164,1,1.33333333333333,0
164,1,2,0
164,1,1.66666666666667,0
164,1,2.66666666666667,0
164,1,1.66666666666667,1
164,4,1.33333333333333,0
164,4,2.33333333333333,1
164,4,1.66666666666667,0
164,4,2,0
164,4,1.66666666666667,0
164,4,2,1
164,4,2.33333333333333,0
165,1,1,0
165,1,1,0
165,1,1,0
165,1,1.33333333333333,0
165,1,2,1
165,1,1.66666666666667,1
165,1,2,0
165,4,1,1
165,4,1.33333333333333,0
165,4,1.66666666666667,0
165,4,1.33333333333333,1
165,4,1.33333333333333,0
166,1,2.33333333333333,0
166,1,2.33333333333333,0
166,1,2.66666666666667,0
166,1,2.33333333333333,1
166,1,1.66666666666667,0
166,1,2.33333333333333,1
166,1,1.66666666666667,0
166,1,1.33333333333333,0
166,1,1.66666666666667,0
166,4,2,0
166,4,3,0
166,4,2.33333333333333,0
166,4,1.66666666666667,0
166,4,2.33333333333333,1
166,4,2.66666666666667,0
166,4,2,1
166,4,2,0
167,1,1,0
167,1,1.66666666666667,1
167,1,1.66666666666667,0
167,1,1.66666666666667,1
167,1,1.66666666666667,0
167,1,1.33333333333333,0
167,4,1.33333333333333,1
167,4,1.66666666666667,0
167,4,1,0
167,4,2.66666666666667,0
167,4,1,1
168,1,1.66666666666667,0
168,1,2.33333333333333,0
168,1,2,0
168,1,2,0
168,1,2.33333333333333,1
168,1,2,1
168,4,1.66666666666667,1
168,4,1.66666666666667,0
168,4,2.33333333333333,1
168,4,2,0
168,4,2,0
168,4,2.33333333333333,0
168,4,2,0
169,1,1.66666666666667,1
169,1,1.33333333333333,0
169,1,3.33333333333333,0
169,1,2.33333333333333,0
169,1,1.66666666666667,0
169,1,1,0
169,1,1.33333333333333,0
169,1,1.33333333333333,1
169,4,1.33333333333333,1
169,4,1.66666666666667,1
169,4,1.66666666666667,0
169,4,1,0
169,4,1.33333333333333,0
169,4,2,0
170,1,1,0
170,1,1,0
170,1,2,0
170,1,2.33333333333333,1
170,1,1,0
170,1,1.33333333333333,0
170,1,1,1
170,1,1.33333333333333,0
170,1,1.66666666666667,0
170,4,1.66666666666667,0
170,4,1.66666666666667,1
170,4,2,0
170,4,1.66666666666667,0
170,4,1,0
170,4,1.33333333333333,0
170,4,2,1
170,4,1.33333333333333,0
170,4,2.66666666666667,0
170,4,1.66666666666667,0
170,4,2,0
170,4,2,0
171,1,1.33333333333333,0
171,1,1.66666666666667,0
171,1,1.33333333333333,1
171,1,1.66666666666667,0
171,1,3.33333333333333,1
171,1,2,0
171,1,1.66666666666667,0
171,4,2,0
171,4,2.33333333333333,1
171,4,2.33333333333333,0
171,4,1.66666666666667,0
171,4,2,0
171,4,2,0
171,4,2,1
171,4,1.66666666666667,0
172,1,1.66666666666667,0
172,1,1.66666666666667,0
172,1,1.66666666666667,0
172,1,1.66666666666667,1
172,1,2.33333333333333,1
172,4,1.66666666666667,1
172,4,1.66666666666667,0
172,4,1.66666666666667,0
172,4,1.33333333333333,0
172,4,2,0
172,4,2,1
173,1,3,0
173,1,1.33333333333333,0
173,1,4.33333333333333,1
173,1,2.66666666666667,0
173,1,2,1
173,4,1.66666666666667,0
173,4,2.33333333333333,1
173,4,2,1
173,4,2.33333333333333,0
174,1,1.66666666666667,1
174,1,1.66666666666667,0
174,1,1.66666666666667,1
174,4,1.33333333333333,0
174,4,1.66666666666667,0
174,4,1.33333333333333,0
174,4,1.66666666666667,1
174,4,2,1
175,1,2.33333333333333,1
175,1,1.66666666666667,0
175,1,1,1
175,1,2.66666666666667,0
175,4,1.66666666666667,0
175,4,1.66666666666667,0
175,4,1.66666666666667,0
175,4,1.66666666666667,1
175,4,2,0
175,4,1.66666666666667,1
176,1,1.66666666666667,0
176,1,1,0
176,1,2.33333333333333,1
176,1,1,0
176,1,1.66666666666667,0
176,1,1,0
176,1,1.66666666666667,1
176,1,1.33333333333333,0
176,4,1,0
176,4,2.66666666666667,1
176,4,1.66666666666667,0
176,4,2.33333333333333,0
176,4,3.33333333333333,0
176,4,1.33333333333333,0
176,4,1.66666666666667,0
176,4,1.66666666666667,0
176,4,1.66666666666667,1
177,1,1,1
177,1,1.66666666666667,0
177,1,1.66666666666667,0
177,1,1,0
177,1,1.33333333333333,0
177,1,1.33333333333333,1
177,1,2.33333333333333,0
177,1,1,0
177,1,1.33333333333333,0
177,1,1,0
177,1,1,0
177,4,1,0
177,4,1.33333333333333,0
177,4,2,0
177,4,2.33333333333333,1
177,4,1.33333333333333,0
177,4,1,0
177,4,1,0
177,4,1,0
177,4,1.66666666666667,0
177,4,2.33333333333333,1
177,4,1,0
178,1,1,0
178,1,1.33333333333333,1
178,1,2,1
178,4,1.66666666666667,1
178,4,2,1
178,4,1.33333333333333,0
178,4,1.66666666666667,0
179,1,1.66666666666667,1
179,1,2.33333333333333,1
179,1,1.66666666666667,0
179,4,2,1
179,4,1,0
179,4,1.66666666666667,1
180,1,1.66666666666667,0
180,1,2,1
180,1,2,1
180,1,1.33333333333333,0
180,1,1,0
180,1,1.33333333333333,0
180,4,1.66666666666667,1
180,4,2,0
180,4,1.66666666666667,0
180,4,1,0
180,4,2,0
180,4,1.66666666666667,1
181,1,2,1
181,1,1.66666666666667,1
181,1,1.66666666666667,0
181,4,2.33333333333333,1
181,4,1.66666666666667,0
181,4,1.66666666666667,0
181,4,1.66666666666667,1
182,1,1,1
182,1,1.33333333333333,1
182,4,2,1
182,4,1,0
182,4,1,1
